name,ratings,review,date
Arber,3,They not that loud the battery is very good but its not loud and dont have that noise cancellation that they say they have,"October 19, 2023"
Romelia Arreaga,3,"The headphone quality and sound are great! They are amazing because they do their job and it is not that expensive like most wireless headphones. The main reason why I returned them is because they are not comfortable. I thought maybe as I wore them more I'll get used to them but no that wasn't my case. My ears after using them felt a lot of pressure and it hurt for a while. I am now using the Beats Studio 3 and they are way better, I 100% recommend them. Overall, these headphones are great but just not the comfiest.","September 19, 2023"
Beatriz,3,While on a call connected to this device other party tells me that audio sounds like a robot.,"November 2, 2023"
Katrina,3,These are not loud at all not even as loud as the smaller ones,"October 14, 2023"
Rain City Native,3,"I like these. Nice clear sound and good noise cancelling. I wasn't wowed by the sound quality, but in all fairness, they don't fit that well with my smaller head size. The headphones sink down a little too low so they don't quite cover my ear as they should, and they put pressure on my jaw.

Also, I can't wear my glasses with them, they squish the frame temples. Which might be the case with all headphones. This is the first pair I've tried.

I think they have a mic as well for taking phone calls. For the price they're excellent over all, sadly just not for people with smaller heads.","August 5, 2023"
Jia,3,It’s pretty decent but after a while your ear would hurt,"November 13, 2023"
Walter K.,3,It said on what's in the box. I didn't get the ready to talk cable,"October 28, 2023"
A,3,The parts covering the ears are very small.,"November 2, 2023"
Jasmine,3,I really wanted to like these. They are beautiful and so sleek. Small and look really nice on. The only thing is they are too tight on my head and ears. I could tell after wearing them for a few min my ears were uncomfortable. I returned them because I know of it hurt after 10 min I know it would be worse for longer periods. I don't have a big head either lol.,"August 18, 2023"
Kdawg412,3,They are smaller than the pros,"November 5, 2023"
Gabriel Burgos,3,It makes my ears hurt,"October 21, 2023"
NRHTX,3,"AMAZING headphones. In other words, when I bought the Solo 3 wireless headphones, they were killing my ear canal. I tried to get used to them for about 2 weeks without luck.

The Solo 3 is wireless are good. I am in meetings all day and working from home and I can hear the other person perfectly and the sound quality is great.

I had to return the Solo 3s back because they were killing my ear collage a lot. I gave them a try for almost 2 weeks and I could not handle the pain. I decided to switch to Studio 3 wireless and WHAT A HUGE DIFFERENCE it was.

Update as of Feb 6, 2023. I had the Beats Studio 3s for about 4 weeks. The ear pain was not as bad as the Solo's. But I was constantly having issues with the ANC and switching between my Windows 10/11 to my Android Pixel 6 phone was difficult. Meaning, If I disconnected from the PC to my Pixel 6 I could not connect at all.

I decided to pay extra and purchased the Sony EH-1000XM5
Wow these are super light and when I first put them on. I was in heaven, without paying any sound my wife walked into my office and I had no idea she was there. The ANC on the sony wh-1000xm5 are wicked awesome. Switching between my PC and Android is so quick and smooth. The sound quality is also amazing and the extra features beat the Beats","January 16, 2023"
Michael T.,3,These are adequate for an inexpensive pair of headphones. Sometimes the sound fades out of one side of another when using it in the wireless mode. If you have a larger than average head you may find them a bit uncomfortable to wear. I think it’s a great gift for a child 12 and up for a first headphone set.,"September 7, 2023"
Ileana Collazo,3,To buy this headset for the first time I can say for me they dint work like I thought they would. I still can hear people around me wen I am in the gym or walking outside. The volume is still on high but low at the same time. It dint work for me but everyone is different.,"August 23, 2023"
Kelly noble,3,I bought these for my son right before school started at the end of July. His beats turn off and will not work if the microphone is plugged in. He cant use these at school because it has to plug into the computer for mic. sadly I just missed the return window,"September 25, 2023"
Amber,3,Decent sound overall which I liked. Noise cancelling works great. I was just disappointed with how bass sounds. I listen to a lot of music with heavy bass and it just didn’t give me the heavy bass I was looking for. I ended up buying Skullcandy Crusher Evo which has customizable sound settings and bass slider which is perfect for me.,"September 16, 2023"
Raven,3,"The sound is great, I can’t take that from it. However, the noise bleeds easily and the Bluetooth calling didn’t work as well. My friends had trouble hearing me a lot so I would switch back to my AirPods. The fit is kinda tight on my ears. It does lower the sound around me which I liked. But I feel like these headphones I’ve tried for half the price that gives me the same experience.","August 15, 2023"
Ashbrooke,3,I thought I would love these. Sound is great. However I can’t even wear them for more than 20 mins because they smash the tips of my ear. Actually squeezes my entire cartilage. Very irritating,"September 1, 2023"
Seaside Designer,3,It is very hard to plug these into the charger. Maybe I got a bad pair? But I often don't get it right and they do not charge! Why is it so hard to plug this in? Not happy.,"September 8, 2023"
Amazon Customer,3,"I like the head phones, love the color. They are heavier than I thought they would be, so they did start bothering me and became uncomfortable.","September 18, 2023"
HW,3,Not as noise cancelling as Bose. Value is decent for the price point however I would recommend Bose headphones. Beats wireless earbuds provide more quality.,"September 28, 2023"
Est,3,"Audio quality is pretty standard, but I can't stand how stiff the plastic is. Hurts to use after a while.","September 18, 2023"
Ben T.,3,"I wish the they were a bit bigger, I wear them for work and after an hour they feel uncomfortable","October 6, 2023"
Grant Shanley,3,Would be great headphones if my head was the size of a ping pong ball,"September 24, 2023"
Jon,3,Connectivity. It takes several tries to connect.,"October 6, 2023"
Hannah Force,3,I loved these headphones-the sound and comfort were perfect for me. I take excellent care of them and store them properly in a case to in an effort to preserve them and make sure they last as long as possible. Unfortunately the right side suddenly has no sound and I have only had them for 10 months. I tried troubleshooting and contacting support but after looking into it apparently it just happens with this set sometimes. It’s pretty disappointing especially considering the price and brand. They were great for the short time they lasted but I won’t be buying them again since it was so short lived.,"June 30, 2023"
PY3693,3,"This headset works well with phone and tablet. Sound is great and noise cancellation is good.

However, when uses it with laptop (Windows 10/11) to watch video on Chrome/Edge, the audio is serious lagging. The only way to fix it is keep using ""http:\\chrome:restart"" to reset the browser; I have do type that command when I open a new page to watch video. It's not fun. I only have Windows laptop, so it may works better with apple laptop.. I don't know. With the issue with the Windows laptop, I don't think it worth the price.","July 2, 2023"
Jennifer,3,"Good sounds and style however they really hurt my ears when on more than 10 minutes they are pretty tight idk if there’s some way to loose an them up, and I’m a bit scared to stretch them out too much and break them I will be returning them","July 27, 2023"
elizabeth,3,Decided to give these a try. Didn’t have high expectations and surely they lived up to the low hopes I had. They’re very uncomfortable I couldn’t have them on for more than an hour and a half. They leak sound a quarter of the way up the volume on my devices. Lastly the noise quality itself isn’t great either… I will say they’re cute and simple. I really wanted to like them but I couldn’t.,"August 5, 2023"
V,3,These headphones worked perfectly for my 9 year old. However literally 20 days outside of the manufacturer’s warranty they stoped working. I called Apple and they gave me the $149 option to send them in for repair…yea right!…get extended coverage if you purchase!,"July 25, 2023"
Kevin Zheng,3,These headphones have good sound quality and fairly comfortable. However where it struggles is if you listen to music over 30-50% volume the sound leaks like crazy to the point where your a walking speaker. This is an issue in public areas such as the gym. I stopped wearing these at the gym due to that reason and only use them when I am at home.,"August 6, 2023"
SuperChef,3,"Based on the other reviews, I'm pretty sure these are legit. Although I am a Prime member so everything I order with prime comes directly from Amazon and not some random individual who sells stuff on Amazon.

The sound quality is good, the nose cancelation is good, over all a good set of headphones if you just plan on listening to music and just chilling.

I'm a active gym goer so I'm sweating heavy about 6 days a week. And at my gym I've seen tons of people using these beats solos as their workout headphones.. They're dumb and I fell for the marketing of beats. I always thought they were over hyped and priced. I snagged these for about $150 and would never pay $200+ just to have that lil b logo on my head.

Anyways the sound quality is good and they were comfortable on my first 1 1/2 workout. It was until I was about to get into the sauna.

I thought about it, are these going to get eff'd up with the excess sweat and heat? I looked it up and to my surprise these headphones are not even sweat proof, actually they're not even advertised as any type of workout headphones.

This kinda shocked me since I've seen so many people with them at my gym so I just assumed they were ideally for working out, that's my fault for not checking.

So I will be returning these because I'm sure after a month of gym and sauna use these mfs are going to fall apart.","January 9, 2022"
BadazzChica,3,"I bought the Beats Solo3 for Christmas in 2022. After only 6 months of normal use, one ear phone stopped working. Very disappointing.","August 26, 2023"
"Muy lindo pero la tela está podrida, si agachas se quiebra la tela completamente, lo voy a devolver porque solo probándolo, y me servía, se quebró toda la tela de la parte de abajo de la espalda, una lastima que sea tan mala calidad porque el diseño es hermoso.",3,"It squeezes the ears too much, although the warmth is very good and the battery life gives terrible pain in the ears 👂","August 21, 2023"
Amazon Customer,3,"Can only wear for a short time before my ears start to hurt. I have glasses, so they sit weird on my ears. I have a very small head, so am a little disappointed I can only wear for small amounts of time.","August 9, 2023"
Jcastle,3,I really wish I would have done some research before buying them. Thay are really nice but the sound quality just isn't as good as I hoped thers like no bass. I definitely would not buy them again.,"August 10, 2023"
Angelica,3,"The color of the headphones were nice. The cushioning around the ears is too small would be nicer if they were bigger. If you have long hair, then it'll constantly get stuck between the gaps.","August 8, 2023"
Mlbfreedom,3,"Love the sound quality, it’s only been a few weeks and only one side of headphones working","August 26, 2023"
Richmond family of 5,3,Beats Solo3 Wireless On-Ear Headphones - Apple W1 Headphone C..... Not good at all for rock or heavy metal. They don't stay on head at gym either. Overpriced and work as well as cheaper headphones.,"August 14, 2023"
Placeholder,3,"Very good music is created through them but they are too tight on my ears.
I really dislike it as I can only wear them for 3 hours.","August 17, 2023"
Great Product!,3,The product was great but shipping took almost a whole month.,"August 22, 2023"
Jay,3,Great sound but not very comfortable.. takes a little time to get used to but after a while the compression will hurt your ears,"August 14, 2023"
skarthi146,3,"The sound quality is good. Comfortable for long hours listening.

I am facing one problem when using this Beats Solo3 wireless with my windows 11 PC or Laptop. If I play the mp4 file in a VLC player or listening youtube videos on the computer, it starts well. But then, if I pause the video on the computer for a couple of mins and play it again, the video starts playing immediately on my computer. But it takes about 8-10 secs to hear the audio on Beats Solo3 wireless headset (while connected through BlueTooth). It is really frustrating as I listen to online lecture videos, and I have to pause to take notes. When I play it again, it takes 8-10 secs to hear the audio. I have to rewind for 10 secs and play again after I hear the audio..","February 12, 2023"
pdexgator,3,Love the beats however it made me feel like I needed the adapter and you don’t. Just get the headphones it come with the cord and the adapter is obsolete…,"July 30, 2023"
TJames,3,Generally a good product. Charging port is not apple,"August 12, 2023"
Luisa Afonso,3,"These headphones put far too much pressure on my ear lobes and cause my ears to hurt almost immediately. By the time my workout is over, I can barely keep them on any longer. Which is unfortunate because I love everything else about these headphones.","July 21, 2023"
karen elisabeth,3,"These were on sale, I really wanted to like them, but I just can’t! The sound quality is muffled and treble-y, no bass. Also, because the ear pads are so small (and I have tiny ears), the depth and range of sound is significantly diminished as opposed to true over-the-ear headphones. These sit on your ears (not around) and don’t envelope you in music. And the increasing volume did not help. I want to be immersed in the music and these headphones were muffled, uncomfortable, and distracting. Many other products out there with better sound quality and fit.","April 3, 2023"
Vanessa,3,"Doesn't fit ears, and I have smaller ears. They are painful after about 30 minutes, would just invest in different ones if I could go back in time. The case is nice tho and the fact that they are travel friendly.","July 24, 2023"
Taylor,3,Even tho these headphones are super comfortable and perfect for the gym I do wish they were louder. On the plus side tho they do block out outside noise so that’s a plus but I still wish the volume went higher. Just a personal preference but if you’re not looking for something that will super loud these are perfect because the sound quality is amazing. I do wish they went a little smaller as well because even on the smallest they’re a little large for my head. Overall a good pair of headphones tho,"May 1, 2023"
Bradley French,3,"I was hoping for alot more out of these head phones since I wanted to use them for the gym. The sound quality is pretty good but the max volume is lacking, the noise cancellation isn’t 100%, and the size of the headphones aren’t big enough to cover an adult ear, probably a good buy for a child or pre teen.

The most annoying part of all of this is the return process, rather than dropping them off at a UPS store like a usual return, you have to repackage and print a return label then be there in person when the UPS drives arrives which is not set with an appointment, you have 3 chances to miss the driver before the return is canceled and there doesnt seem to be a way to cancel the return to select another shipping method before then.","January 5, 2023"
Corkidecat,3,Returned. I expected better sound for the money I paid. Amazon makes that part so easy.,"August 3, 2023"
Sheila White,3,"I really like the long hours of usage, but this was not comfortable sitting ON my ears. I prefer them to cover my ears.","July 24, 2023"
R.Woodard,3,"Sound is fantastic. Easy Bluetooth on all my devices. Nice and soft cushion for ears but SO tight that it's almost painful. I have done everything to lose and my ears literally hurt after wearing for an hour. I have a small head so, I am not really sure who they made these for and what size head! Maybe for children.","May 20, 2023"
Sean S.,3,"Jesus these things are tight. I’ve got a 7 1/4” head. By no means huge. These things are skull crushingly tight. So get you a red stapler and use it as a stretcher for about a week and they are tolerable. Sound is outstanding. The ear, skull, and jaw pain aren’t worth it until they stretch out.","May 17, 2023"
Stela,3,They seem to work just fine but the biggest problem I found is the case it came with. How do they make a tiny case to fit them SUPER SNUG that it takes a while to put them back in?! I absolutely have no idea. An inch of fabric would've made a big difference so we don't have to take so long to put them in and out of the case without breaking them. I feel like returning them because of that one reason.,"April 19, 2023"
Breanna Ramirez,3,Shipping was on time! Box was delivered but headphones were dead ! 1%. I had to charge them before connecting them.,"July 11, 2023"
Danielle Rasmussen,3,I truly enjoyed the sound quality of these headphones but the only reason I give it 3 stars is because the way these sit on my ears would just cause a lot of pain. Love these but the fit is just not for me,"June 24, 2023"
T. Wittrock,3,"Was initially impressed and happy with these, and up until now, haven't had any problems. This week, without any significant incident or reason, the right speaker just stopped working. They're less than a year old and have been used regularly but not excessively, and treated well. Haven not lived up to expected usage over time.","June 18, 2023"
Jenneille Adamson,3,Very loud love it,"July 30, 2023"
Nicole,3,"I was hoping it would be more noise canceling then they are, but sadly they aren’t. They also hurt after 30 minutes with glasses on. Likely not worth the money I paid for them but they are okay for the gym.","June 24, 2023"
Kevin W,3,"These still would be my day to day headphones if I hadn’t messed them up , I know the review says 3 stars after I just said I’d still have them but I recently upgraded to Noise cancellation headphones and can’t go back . If ANC doesn’t factor into whether you buy headphones or not , These beats have a decent build quality and great sound. I will say they are outdated there are other options in its price range that would knock it out the park , don’t buy beats because of the name buy it if you like the headphones.","March 28, 2023"
Angelique,2,"I been wanting a pair of beats for 13 years at least well I finally got a pair and I picked this one. I am unhappy with the sound. It's so quiet and muffled. I have wireless Samsung ones and I could have no hearing if I wanted with those ones. My Samsung ones are amazing compared to these. I wanted head phones and no ear buds and that's why I thought get a new pair so when I run or work out I am not consistently messing with them. I can hear the treadmill over the beats and that's with them maxed.
Very disappointed.","December 1, 2023"
Trevor,2,"Coming from a pair of Sony MDR XB950BT's, these are a huge step backwards. I am admittedly a basshead and was expecting more bass from a headphone with the name beats, but these don't have half the bass of the sonys even when they had the bass boost turned off. On top of that, the sound quality is about what I'd expect from a pair of $50 headphones. These are unimpressive on every level. Not very comfortable, average sound at best, and lacking on the low end. The Sony cans were better in every category and were at the same price point and from around the same era I believe. If they weren't discontinued, I would've bought another pair. Within an hour of using these beats, I ordered a pair of skullcandy ANC 2's to satisfy my desire for more low end. If you're looking for bass, these aren't it, and if you want sound quality, look elsewhere as well.","September 14, 2023"
Gloriana,2,"returned these headphones. the are cute, feel like semi good quality and are comfortable. they don’t slide off or fall off which is nice and are easy to adjust. the button controls are quite clicky so you can feel the pressure on your ears. HOWEVER… the battery life is abysmal, and so is the sound quality. these went down 10% in 10 minutes just listening to music… and the volume doesn't get very loud at all, and there’s a good amount of sound leakage. also, these are NOT NOISE CANCELLING AT ALL. for the price, i expected a lot better.","November 27, 2023"
Azaria Shakoor,2,I got the headphones on 99% a hour later and there on 45%. (They don’t last for 40 hours!!!) the earmuffs are very firm but soft in a way but not really. The audio is ok but my partner said I’m sound like I’m underwater when I call him with my headphones on. Tbh not worth $99 sorry man. My jvc headphones last for weeks so if you want headphones that last get those.,"December 5, 2023"
Good stuff,2,I had the Beats by Dre from like 5 years ago. They were awesome. I didnt want to spend the money again so I got these Solo3. That was a mistake. If you wear earrings they don't sit properly on the ears so it hurts if you have piercings. Sound quality is horrible too. Now that Apple owns Beats I thought they'd do better but boy was I wrong,"November 30, 2023"
Cassie Dwight,2,"I bought these headphones just over a year ago. I read numerous reviews about the headphones crapping out after just over a year. I have owned and loved beats products in the past and chose to ignore the reviews. Turns out, they were right! One year later, my headphones will die within 5 minutes of being on despite being “fully charged”. I love these headphones and I’m extremely disappointed.","November 25, 2023"
Patrick O Tye,2,"So bummed. I loved these for working out, to listening to podcasts at home. However they audio started not working in the right head phone yesterday. The warranty is no longer applicable because it’s past the return date. And they only lasted 14 months, I would say considering the durability, not worth it.","November 24, 2023"
Alexandra,2,"I bought these in June and everything was going great until about August. After just a few months, the LED lights on the side of the headphones stopped working (even though it was apparently on and charging.) After that I started having issues turning the headphones on - sometimes they did and sometimes they didn't - and then finally they stopped working altogether. I am currently trying to chat with Apple Support about this but there isn't any reason that they should have stopped working after only a couple of months.","November 1, 2023"
Bella,2,"I loved these headphones, and used them every single day. But they chip very easy, and are pretty cheaply made. You pay for the brand and sound quality over the actual headphone quality. Mine snapped on one side right after the year warranty ran out.","November 19, 2023"
Emilee Camden,2,"Like many people said, these hurt your ears! They are not super comfortable but I have nothing to compare them to, because they’re my first over ear headphones. After about 1 year of use the right ear just suddenly stopped working. I was literally in the middle of listening to them and the right ear cut out. I did nothing to them and have always treated them well. It seems to be an issue with the hardware.
I will not buy again!","November 6, 2023"
greg daniels,2,"This is an ""on ear"" headphone which presses on your ear, not your head. Most uncomfortable to wear more than a few minutes. Buy an ""over the ear"" headphone instead...more comfortable and offers much better sound blocking.","December 6, 2023"
Legz,2,"I only use these at the office for work. The sound on these ok, and everyone tells me they can hear me clear as day on calls with these. However, I've had these since Oct. 5 and by Feb. 24 the sound in the right ear stopped working altogether. I haven't had them near anything wet, so it's not that. I went to google it and before I could finish ""what to do if beats ear..."" I was recommended ""what to do if Beats Solo 3 right ear stops working"" as a search term! Then I found a bunch of other peoples' questions about the same thing! The way to check the ear for free requires ungluing the whole foam part--so I have to maim my almost $200 headphones now. I looked up getting a repair at apple and the quote is $130 because I don't have apple care. It's $30 with apple care, so if you still want these, get them through apple so the repair won't be much. I'm not a tech/wire-versed person, so I will probably end up having to buy another pair, which is infuriating, because I may as well have bought more expensive Bose headphones in the first place for what I'll have now paid for one pair of beats that works for more than 4 months. Not a great purchase with the limited lifespan in mind.","February 28, 2023"
Jade,2,"These definitely look, feel, and sound high quality. And I've heard the battery life is usually very long, however the ones I received do not last for more than 2 hours without having to recharge. And if I leave them unplugged overnight, they're dead again by morning.
I know I'm turning them of properly, and I've only had them for a week so it's not normal wear on the battery.","October 19, 2023"
Eli,2,"I thought with beats I will drop my shoes…. Nope. I like listen to intense music like trash metal and these just don’t cut it
What a bummer","November 28, 2023"
Northern Wisconsin buyer,2,"The sound is great but they are so tight that they cause pain! My head is the average normal size for a seventy year old, 5’3” female.","December 5, 2023"
Wonda237,2,These are amazing with the looks and the sound . I love them but i did only give them 2 stars cause they kill my ears!! I have to keep moving them around to let up pressure idk what to do about that. Anyone have any ideas?!!,"October 26, 2023"
Kate,2,"These are probably my least favorite headphones I’ve ever purchased. The only good thing about them is their battery life. Sound isn’t the best on the market for this price range that’s for sure. I was hoping for a heavier bass. The design of these headphones are best for people with very short hair or for those who wear their hair up, just taking them off rips hair every time even if I’ve just been on my couch drawing for a few hours. To add, my ears always hurt after using these. I don’t have that large of a head but the pressure gave me a headache. I will say I’ve purchased Bluetooth beats before, not the over the ear type, the ones connected by a small cord, and those are AMAZING. Was super bummed about these! I’m going to continue to use them because I did not just waste 100$..","May 29, 2023"
M. J. Greene,2,"Mine failed (fortunately) a week before the warranty expired. Had to jump through hoops with Apple to get them replaced after they initially denied me service. It was a huge pain in the butt and very frustrating. Right head phone suddenly stopped working and it was a short. Did some online research and sure enough it's a known problem that Apple keeps denying. Usually happens just outside of the warranty period - surprise, surprise. I use mine primarily to listen to music while working out and for the occasional hands-free phone call. I'm guessing that I used mine for 250-280 hrs over the course of 50 weeks before failure. I'm guessing that my replacement will last about the same. Another issue is the charging cord is about 6 inches long and its difficult to plug in. Sound is great although volume control on headset is too sensitive. Not recommended.","July 3, 2023"
Ralf,2,"These work find but are very uncomfortable. The hurt even after a short time. They also hurt the top of my head - when I adjust them so they don't hurt my head they hurt my ears and vice versa.

Would not recommend.","October 30, 2023"
Romes eating and conversations,2,They worked perfectly fine for 3 months and just stopped pairing. I have tried everything and they just will not pair back up.,"December 10, 2023"
MAC,2,"These are good for listening to podcasts, but they’re not great for music. They have limited volume range and the ear cups are really small so your ears get very sweaty and your earlobes are compressed. This impacts long-term comfort if you’re wearing them over time.","October 19, 2023"
Positive P++,2,"Play Video
 I was so excited to use these to work out, and I should’ve done my research prior to buying them, my friends warned me, but I still wanted them because they were pink Lol., however I saw I was working out in the gym. I could still hear the gym music even while playing my music there’s not really a lot of bass so you’re better off getting the studios like I was told if you really want that thump","November 26, 2023"
Samara B.,2,I bought the product a little while ago and it worked for about two months and while at the gym the left side completely went out. I tried reusing them after quite some time and they’re definitely done for. They were my favorite too🙁,"October 20, 2023"
Lindsey McDonald,2,"Smaller fit than regular beats. These fit my toddler. For real, my dad gave them to my 3 year old.","December 4, 2023"
Aman,2,"Honestly beats headphones have always been more about the brand than the actual headphones which I never truly realized till buying a pair. Not only were they disappointing in sound quality but build quality as well. For the money you pay, I’d expect something a bit more solid and sturdy and definitely would expect it to sound much better. Overalls these are definitely not BAD headphones but also not great. If these were $50 I’d say it’s worth it but definitely not over $100. I have a pair of $75 Sony headphones with ANC and ambient mode that are much better than these Beats Solo 3s, and the beats were supposed to be the upgrade lol. Additionally the clamping force is a bit much on these especially with the on ear design so beware because after a few minutes it does cause a noticeable discomfort on the outer edges of your ears. I will be returning these and maybe trying the Beats Studio 3s which I have more hopes for. If you aren’t super picky and just want a pair of beats these could be for you, but if you are expecting a pair of “nice” headphones I’d look elsewhere.","February 20, 2023"
KeysBreeze,2,I didn’t like the way it pulls my hair out and fits too tight on my average size head.,"November 30, 2023"
Hard Working Mom,2,"I would love to recommend these, but I just can’t. I own several Beats earphones as well as AirPods , but these particular ones do not have the volume or sound quality I expect from an Apple/Beats item. The sound quality is poor, and these are NOT noise canceling. I suggest that you put out the money and purchase either Beats earbuds or AirPods Pro, where you will get quality sound.","September 17, 2023"
rebecca cohen,2,"I had high hopes for this headset, as this is the 2nd pair from this brand that I’ve returned. I first bought the ones you put in your ear, and those were awful and now this set had the worst sounds. Apparently you need to spend $300 w this brand to get good sound or go w a different brand. I would never purchase from this brand again","August 30, 2023"
Ilya Storozhev,2,"3 days before the expiration of the warranty period, they stopped working. we were able to change it only when contacting the apple store, with the support of amzon. after 2 hours of negotiations, they were sent to the apple store, and 10 days later they received new ones instead of the old ones and without a box.","September 9, 2023"
Ling,2,"No one told me it's a just a pretty decoration on your head...
Pro:
1. Small and pretty at the same time.
Cons
1. Hurts my ear
2. Heavy on head
3. Acceptable sound quality
4. Persist connection failure
Will never buy from this brand again. A headphone I had for $20 has a similar sound quality.","October 9, 2023"
lizzie Stephens,2,Buy the 2nd week one side of the speakers didn’t work,"December 4, 2023"
Eric,2,Mine didn't come with the 3.5mm remotetalk cable listed in the description. I don't know if that means it's not actually new or what... disappointing. The headphones are okay but not really any better than a set of $30 Sony wireless headphones. They really push installing the beats app but all you can do on there is locate your headphones.,"September 17, 2023"
Emily Wright,2,"First off, they’re small. I have small ears and a small head, and they’re small. At least smaller than I expected. They almost look like kids headphones. The sound is decent but not good enough for the price point. Maybe some people love these, but definitely not for me. An immediate return :/","October 12, 2023"
Andre Wynter,2,It’s great to block out the noise but when you are using it as a headphone for your phone it’s horrible. You can hear the person but the person on the other line can barely hear you. It sounds like you are a mile away. Great for music horrible to talk over.,"October 3, 2023"
Ronterrious,2,Perfect fit love the look of them but it just wasn’t loud enough for me,"November 10, 2023"
Anlis O.,2,"I was excited for this headphones especially since I got them for a great price on Prime Day… what a disappointment. This one was going to be the replacement for the same model I previously purchased about two years ago. Material was noticeably different, this one was made of a cheaper plastic material compared to the older one. Sound and microphone was not the best specially during a phone call, the person on the other end was not able to hear me clearly and my voice sounded distant. Not recommended.","August 4, 2023"
Whitney R Newton,2,"Love the color, the fit, and the noise cancellation. The cushioned ear pieces are super soft, and it doesn’t squeeze my glasses.

Battery is an issue. I bought these for my bday in Oct 2022. Recently at the gym, I couldn’t get them to connect to my iPhone and figured battery was dead. Once I got home and plugged them in, it showed 55% battery. Today i plugged them in while getting ready to go. When I leave, I have the same issue with connecting to iPhone. Finally connects and shows the 55% battery. Within 5 mins, they shut off completely and while half the lights flash, indicating half charge, it doesn’t stay on. Googled and apparently there’s a known issue with Beats not stay on under 55%.

I also noticed coming back here that a charging cable is shown, and I did not receive that in my package.","February 3, 2023"
In GA,2,"Headphones are extremely temperamental. They quit charging, and then decided they would charge again, and now are back to not charging. When I try to charge them, I get three of the four lights lit, but they will not turn on.

Pretty pricey for Bluetooth headphones that have pretty much had to be constantly wired to work.","August 9, 2023"
Erin B,2,My son loved these headphones til they stopped working after just over a year. Very expensive to last such a short time. Super disappointed.,"October 1, 2023"
Goldenchild,2,Had it for 1 months and even since then one side went out. At times in goes in and out from one side.,"October 4, 2023"
Willow,2,These are too tight and hurt my ears after a short time. Sound quality is good so am disappointed in the fit.,"October 20, 2023"
Cliff Woolfork,2,My $25 bluetooth headphones are better IMO,"November 16, 2023"
Timothy Castro,2,I’m going to upgrade to studio pro,"November 4, 2023"
Jaleesa,2,How is not noise cancellation a thing in all headphone in 2023? It’s a cute red tho!,"September 28, 2023"
Nina,2,"Cons:
The fit is awful. I saw a lot of people warning of the fit saying that it was much tighter than they had anticipated and I became one of those people. They're not just tight, they're *very* tight. The sound quality itself when they're resting on your head is worse than my $40 Bluetooth ear buds that I bought years ago. They're already so tight but they don't sound remotely good until you press them even harder against your head. I also feel like they don't get very loud at all and considering they aren't truly noise canceling, that's a problem for me.

Pros:
The sound when it's smashed into your brain is nice (again, awful when you don't). They look cool. They connect easily. The folding is convenient and not a challenge. Changing the volume is easy.

If these were priced at $40, I would say okay, *maybe* I would consider keeping them. Even at $45 I would say they're overpriced, so obviously I found their actual cost so wildly overpriced that I returned them. Truly shocked that they have such high ratings and I believe it's people trying to convince themselves they're good headphones because they cost so much and that's the only way to live with their buyer's remorse.","April 10, 2022"
JaiceyMarie,2,"I really liked how great they looked and how easy it was to pair them to my phone. However, it’s my first day wearing them and within an hour my ears hurt. They’re pressing hard on my ears and making them tender, not sure if they need to size up but I have fairly normal sized ears.","August 2, 2023"
AJ,2,"These headphones do not work nearly as well as my earbuds. They will crackle, I’ll lose connection with the person on the other end. I really wanted to love these, but I feel I can’t rely on them. I really should send these back.,..,","August 10, 2023"
LizzyBelle,2,Missing the beats 3.5mm remotetalk cable so buyer beware the description is wrong,"October 12, 2023"
Minchev Nadya,2,"I’ve had the same one before bit I lost them
thats why I order a new one. I don't know why this sound was horrible. Nothing similar like my old one. I return it!","September 4, 2023"
Alethia Cutting,2,You won’t get something that will last long. These headphones were not only super tight on the head to the point of discomfort they are not durable at all. I got mine in September and after 3 months it snapped on side and just today the other side snapped. They are also not sound proof other people will hear your music if you turn the sound above 50% and at 50% if your trying to block others out YOU still will hear THEM honestly your better off investing in more expensive headphones or go with Sony they have cheaper and better quality headphones. Hopes this helps don’t fall for the trap,"February 27, 2023"
Sara R.,2,"These earphones are cute, stylish, with good sound, but all that is canceled by how much they hurt because they do not fit over the ear! They crush them, so after an hour of working out, I am not only trembling from muscle soreness but earache, as well.

Do not make the mistake like I did of only bringing these girls on a 10hr flight - my ears were crying !","July 12, 2023"
Mag Gonzalez,2,When I use it with the computer there is a quality problem.,"October 2, 2023"
G.Vargas,2,"When my anker soundcore headphones started looking worse for wear I decided to upgrade to something a little more expensive and nicer only to find that the sound quality is worse, and they are way more uncomfortable. Disappointing.","August 15, 2023"
RCEC,2,They look great but I can barely wear them. They hurt my ears after only a few minutes of wearing them. I was so excited but this is disappointing!,"September 6, 2023"
Eliza,2,you get what you pay for lasted a year then broke,"October 5, 2023"
Scott Brammer,2,The headphones look nice. Only one side of the headphones work after 5 weeks. Looks like this is a common problem with the Beats Solo 3 headphones.,"September 1, 2023"
Amazon Customer,2,"Got these last minute for a short vacation so didn’t return but would if I could. Sound only comes from the right side, the left it’s more like tiny whispers. Maybe it was a manufacturing problem but wouldn’t order them again. Not super comfy for long periods of time either","July 27, 2023"
